Serial Number,Name,UUID,Hash
359,favour-the-fashionista,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,6305a70f949afbb4d058a121831f25466f2dd22f7053cf1bb08adde96fcd4abc
360,jane-the-slayqueen,74775cda-cff4-4d21-8819-693127598eca,031f64152f2a30d035f28a490bb5164ef82a2145d4e455a88388c30f651f70f6
,,,
TEAM VBELT,,,
361,osas-the-ceo,b10f7e42-4778-49db-820b-dabbad75504a,8f435b4f075af3c43da3d854a618f37f5448f558acc5d950e37a83add8ac9b1d
362,nneka-the-rainbow babe,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,72dbdedf6014935621d95a4e42e3c3f287cef319d463ad6d78324f662a397339
363,temitope-the-spoilt girl,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,bcf7da7b11587a44ae84d610ff2224e087ba88d01d4f35da1f7b59bf29b968bf
364,bekeh-the-party animal,f0558235-3043-46e5-b26c-5bde83cc67fb,649e2f42352938c45d912dfde55441c9ee6a3810f2abd5d8bdd4d2d26b7afb1f
365,nana-the-tech lady,e0858913-7050-4c4a-a2a0-442a88463334,16e0e2fd1d5bbe04c89a63bf1d6ac2155d980ffe1a64f71ac3345d929f7040aa
366,rofiat-the-marketer,1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,4502b7f3931a571fdeb3394ac66ef17e57921d42f4dc9b906039e8ca13f8634d
367,zarifa-the-righteous,c6955d16-c343-46bc-9bed-c069ea8cc65a,ade03018e74997da43bb03e518c4dba3405110c1dc40e8a35abaadcf3e751bb8
368,modinat-the-troublesome,49eb44e8-1117-463b-b7b3-1bcea4258362,c9678b2ab338f04925faa7f26d2f5f87c7189cd4ecf515101b923429d8ec814d
369,amaka-our-mummy-g.o,853edc40-0f9d-40c5-ba78-46067dfd7f68,d95051b43b74eff82725a779a14e1d0972ea44cb3adcb9115fa9dbbb7f5a8acc
370,mawusi-the-patient,ca9ddc30-141a-493d-851b-71d34f599641,a6da755d8f6a6d98f027f9fb4c0b0a0959dd8be3a4cfc56cc24d06d48b981c80
371,nesta-the-difficult,fc3b7ca7-efdb-45b2-b7c9-e69107484a43,16c93121ec94e0abf06b3f591e024c639dd6c915a7da2ceed9ae9fb08dbda4be
372,adaora-the-choir mistress,df944505-da1a-424e-88aa-b9d365bd2775,b1e25dbdcfdf73bb023262bd6cc57efdb968d2e2cd4a699ca276f6ca7f42620e
373,busayo-the-husband snatcher,73c8d935-4a71-41d2-a1de-066ae8d548e6,526aac880873059256d0f7430891f34540073ac6b36540dc915e6eaf56ab1c3a
374,wangari-the-waitress,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,8e065cb6db8bad1b27e0ae7236cdc97f5d0e7fa3444aaf512fde74c8ec87da9f
375,charlene-the-shy lady,36539b84-ada0-43cb-92d4-30596e07a39a,88f7b594585c922de66d1ad757a9ad19b27f83c22dde4df018b0637f5dcdf74e
376,addae-the-unretired,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,b098cf30172ab96e9f1a4c43d4b2ff3fec4b3ee35b8e68c843992fcbaa371610
377,abena-the-slay queen,1e4728e1-3e45-4972-9755-4a38e784ff91,3783b2fc23fb0f57357acd6cce9275f14d9a3c48833561447354ab15d77e1fa7
378,gasira-the-violence mama,ea72337f-658f-4198-9ad6-39bc6212c20d,dfebfc0bed0a1e816c82acc99663c10723729b6404c87c67d51de0c2ccabcfa4
379,salamatou-the-exchange student,0e216fd1-d96a-4e3c-a59b-c807f772c5b3,94d7dbd99d47ee99d8c7e33c5473912340307a84dcabca18b9eea4524e2930ef
380,nguyen-the-foreigner,0381301b-b5a3-42c1-9f73-2c43c0b8493f,9b5208687f1575fc21fec604e854a4f25767c8e413d0a43c943b518475c5da10
,,,
TEAM AXE,,,
381,Olofi,26340cc4-e334-494e-a737-f2b4bb9bb22e,ddc307b7317f4ffc6360ef15da397da74b4abdaccb76578140fdab75c2d3a66a
382,Amadioha,a0586a93-7aff-43cc-8282-d081b8d6fe90,e377f38646e69968847881ebfca36cc7033e7a299cec17aeb82c13398928d355
383,Sango,15e1775c-74fe-4a0b-b79c-49f6b730fa89,68c65ee84fdc74c7db2a09ec1bba68f4f021df5d7c813471e5e1067f367f8679
384,Agwu,311a6713-66c9-43ce-82d8-e3ce03a87a81,519b2b0c0a52045b9c18ac8c3345f2eeebb25bb7970cafe0f8f15f09991c4500
385,Tano,9c34a73f-33ee-4577-aba8-0982c1656ba7,c9c6bb6c327e333098713a85b9943f084515285a2b54913fb8bc52fd405980db
386,Anansi,784f0f6b-4273-4a31-88d7-2455b96c9011,2a2bdf586869da2529df24b4ac6ba26d1471b6fc2338827df33577181fc4521c
387,Nyame,f3af0bbd-0724-4696-89ff-ed67f63e6b4f,3d8b7cced3cd70cdb9bd64301afb73104caacf4de4e336d5643fd7199117c7ae
388,Obatala,c447c120-830e-4543-9cb3-5917ba36bce8,217aace18ae6d6378e4452eb6ed2978e1cac747700e652a4681789834c2a7be4
389,Erinle,dacbbb38-087d-4248-8085-13b619da0ef9,46c858c1ad26a7c43df96e071448f5772da95b957d826524ed734dd14662bbc3
390,Ogun,94c607b3-791e-40df-bd93-50926f094143,75a66701825ac376aa8496738d6e66114bfd84d4ef49fa2a172400020740a0e1
391,Abosom,b3427836-627b-41e4-a2d0-c29473448343,8ee703b8d80b8e0abc0aeebb51b413bc83352ae8e47edcb2fe361f9ea216b43f
392,Oya,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,42e705be41842aeff8285f6304b2b87d5c2aeda5b2c5d80ffa90870bb22d480e
393,Agbala,ca720bf9-5e47-4421-b38f-bc62162ae99e,9f356943b0f28455ddd9d029e44450d05abff244be78a47f47cfcb6601d84b61
394,Njoku-ji,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,bcbfaaac3e334dd1780a227906f3ccfb2a123b7f5f3c1bb6f992e67174056944
395,Akonadi,2aebd094-3be5-4773-a7a0-361f6332a7d4,8d0495ca2ee689b65da55c5541a78151c709011d643633ac8116561e073301ff
396,Onyame,fb148f97-d309-45a4-b902-4e066ca13f96,e11ecb1c6a4ea12417abd370b624f209b3b22a8d0af7670700d55a72e49533da
397,Ibeji,7b210c03-5446-462d-980e-c73dbbc1e386,2ba419176c991e6b4c094d9cf6d788ef6cb42c14a1d536fd2384d8a8f2401ab6
398,Asase-ya,80b51092-3fbc-4d0c-8518-fc461ccb6c80,8beeec066cd2ebf8e707fa2078eadf88c7f1661019e0d1d53675986629fe64b1
399,Yemoja,1693b44d-96cf-4c2d-89be-9f4219c28447,0555fe1ed11695445a80892230bbe9432055ba7353a01e30996c95c9fc03f4b0
400,Yemaya,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,eaf6d72693ac3597f6fbf420a82a706c35c5e517e130b5d2a5c19026eda3cf82
,,,
TEAM BOOT,,,
401,smirky-becky,87bcc41f-eb3e-4ba2-9645-223c949a9b50,8693ac04016576f84ccd0d8e87c5bef402782c79eaae7148f24d9d3f9d8e216c
402,ankara-scarlett,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,cde7f37410e645d32497284366789ceaea396eb4c0ef7e8ad47975d6fbbab71a
403,sea-rastafaria,d1556c97-9075-49fc-8bde-1826bfc2dbe1,da34c468733d630feb460e4e711718eb2657746be73d4cc5efc2a7ae38630cbb
404,pretty-betty,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,bf335b735325ff6aad041129b74ba3ae32eb26504c01967dc205891c71d4333f
405,lola-medusa,32ec57f7-8272-4671-ad2d-db3dff99fe9f,cb318eed029741ab1546ebef68183423983dddf96945e998df2e83db8a370023
406,bukola-nosend,59d19b13-09e2-412e-a669-df020e03ae10,176e188d210c58d051eb747468d324eef96997aeb6a9fefb8e3fb421c3c62500
407,burna-morgan,d08af477-de20-4780-8449-46b87840b9fa,1017f70b740c493413c3f58f32f6ea1aa77517907400b04bc2868d255d037b62
408,afro-star,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,7f2212cdf319643eeccd614f40ff4b1db7030d08275963db7158bb102ea0f452
409,fiesty-sandra,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,d79c8d17a358b97b823f96c5cdf3f2c6218ef85e3ccf1693e78426f3401c0670
410,sister-nkechi-sabi,a728a380-1d33-4080-841d-80b041474d8f,d2a0cd3d08a4cc917ef94158fecd680b5f569d749cf3709946f9171946b56a10
411,unfriendly-gina,dd30a327-8a74-40a5-8207-19a790508ccc,35ce87f442f21baa668f170f5d3729c42dd8ce27d873cf114eca26ca14b6a5d3
412,dada-ganster,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,5ca8b90fb9414a82b00e1d0dc4191b3244534670baa25cbf11b132525c312843
413,idoncare-linda,ed04b47c-ae98-4db2-b71b-04d7bb976d45,95153b3272a296d6df89d4149f6baff58aa6b9381c1f5ac4e929bbf588f35b21
414,doubting-vivian,a0282797-44ef-4bfb-a701-e4ed5e727d63,44bc5cebfecf3c43758472793bc304480e563fa93a20c136121bd3f556a2f4de
415,simbi-side-eyed,1f99104c-e98b-4c9a-9891-00a481e86008,cad5ee4e54d447e5ec0dfdbb6b2fc28b72d4d1ce0b98f7b72fc961d4b621b606
416,bambi-tekno,95ff5e2c-1ff2-4d58-890b-de0f39f9d8ce,d39537f47a24d84b7f47fa133250772233988994a1080894dda37429dc9ce95b
417,saka-portable,bd98f74f-e42e-494e-8298-3183555ca666,d524135f9257a1ff6b707fe1d50470e6a18b39f05d0f648ed467f29349ec8bdc
418,king-of-boys,a650e79c-f964-4eb1-aa89-f9c1dbdede76,252af24511692c718fb2e1fba7c75ddb4bb3b798f0ad8392a3f1de7e2cc45ce0
419,funky-alte-pop,b6753a8b-6127-4e97-812b-99e465791ba3,5a37bcfbbe27c1be91c51437205dec90baf0050bbea967933870b88722b82e67
420,madame-ngozi,7ecdbb1d-9a89-4136-b240-499051836979,3666d5472b6c724d803060ad4ea350d1bc5c121abbe4dcc2d3d705babe672452
